,Country,Value,Year,Sex,Indicator
0,Austria,83.493,2010,W,EMP13_S
1,Belgium,89.003,2010,W,EMP13_S
2,Czech Republic,74.885,2010,W,EMP13_S
3,Denmark,89.435,2010,W,EMP13_S
4,France,87.559,2010,W,EMP13_S
5,Germany,84.456,2010,W,EMP13_S
6,Greece,79.574,2010,W,EMP13_S
7,Hungary,77.886,2010,W,EMP13_S
8,Iceland,89.884,2010,W,EMP13_S
9,Ireland,89.485,2010,W,EMP13_S
10,Italy,83.131,2010,W,EMP13_S
11,Luxembourg,89.583,2010,W,EMP13_S
12,Netherlands,92.055,2010,W,EMP13_S
13,Norway,91.982,2010,W,EMP13_S
14,Poland,71.259,2010,W,EMP13_S
15,Portugal,73.141,2010,W,EMP13_S
16,Slovak Republic,77.153,2010,W,EMP13_S
17,Spain,87.984,2010,W,EMP13_S
18,Sweden,91.443,2010,W,EMP13_S
19,Switzerland,87.389,2010,W,EMP13_S
20,United Kingdom,92.002,2010,W,EMP13_S
21,Estonia,79.177,2010,W,EMP13_S
22,Slovenia,71.018,2010,W,EMP13_S
23,Latvia,80.58,2010,W,EMP13_S
24,Lithuania,76.865,2010,W,EMP13_S
0,Austria,82.836,2011,W,EMP13_S
1,Belgium,89.415,2011,W,EMP13_S
2,Czech Republic,74.23,2011,W,EMP13_S
3,Denmark,89.435,2011,W,EMP13_S
4,France,87.177,2011,W,EMP13_S
5,Germany,84.557,2011,W,EMP13_S
6,Greece,79.83,2011,W,EMP13_S
7,Hungary,77.494,2011,W,EMP13_S
8,Iceland,89.997,2011,W,EMP13_S
9,Ireland,89.708,2011,W,EMP13_S
10,Italy,83.07,2011,W,EMP13_S
11,Luxembourg,92.784,2011,W,EMP13_S
12,Netherlands,92.49,2011,W,EMP13_S
13,Norway,91.676,2011,W,EMP13_S
14,Poland,71.291,2011,W,EMP13_S
15,Portugal,75.419,2011,W,EMP13_S
16,Slovak Republic,77.261,2011,W,EMP13_S
17,Spain,88.685,2011,W,EMP13_S
18,Sweden,91.563,2011,W,EMP13_S
19,Switzerland,87.407,2011,W,EMP13_S
20,United Kingdom,91.861,2011,W,EMP13_S
21,Estonia,78.467,2011,W,EMP13_S
22,Slovenia,73.845,2011,W,EMP13_S
23,Latvia,80.674,2011,W,EMP13_S
24,Lithuania,77.077,2011,W,EMP13_S
0,Austria,83.048,2012,W,EMP13_S
1,Belgium,90.654,2012,W,EMP13_S
2,Czech Republic,74.734,2012,W,EMP13_S
3,Denmark,89.435,2012,W,EMP13_S
4,France,87.485,2012,W,EMP13_S
5,Germany,84.687,2012,W,EMP13_S
6,Greece,79.598,2012,W,EMP13_S
7,Hungary,78.129,2012,W,EMP13_S
8,Iceland,90.406,2012,W,EMP13_S
9,Ireland,89.612,2012,W,EMP13_S
10,Italy,83.559,2012,W,EMP13_S
11,Luxembourg,93.269,2012,W,EMP13_S
12,Netherlands,92.499,2012,W,EMP13_S
13,Norway,91.692,2012,W,EMP13_S
14,Poland,72.221,2012,W,EMP13_S
15,Portugal,76.284,2012,W,EMP13_S
16,Slovak Republic,77.471,2012,W,EMP13_S
17,Spain,88.511,2012,W,EMP13_S
18,Sweden,91.305,2012,W,EMP13_S
19,Switzerland,87.346,2012,W,EMP13_S
20,United Kingdom,91.701,2012,W,EMP13_S
21,Estonia,79.773,2012,W,EMP13_S
22,Slovenia,74.027,2012,W,EMP13_S
23,Latvia,80.984,2012,W,EMP13_S
24,Lithuania,77.508,2012,W,EMP13_S
0,Austria,82.758,2013,W,EMP13_S
1,Belgium,90.571,2013,W,EMP13_S
2,Czech Republic,75.019,2013,W,EMP13_S
3,Denmark,89.825,2013,W,EMP13_S
4,France,88.059,2013,W,EMP13_S
5,Germany,84.934,2013,W,EMP13_S
6,Greece,79.014,2013,W,EMP13_S
7,Hungary,78.329,2013,W,EMP13_S
8,Iceland,89.618,2013,W,EMP13_S
9,Ireland,89.546,2013,W,EMP13_S
10,Italy,83.813,2013,W,EMP13_S
11,Luxembourg,92.381,2013,W,EMP13_S
12,Netherlands,93.261,2013,W,EMP13_S
13,Norway,91.714,2013,W,EMP13_S
14,Poland,72.986,2013,W,EMP13_S
15,Portugal,77.371,2013,W,EMP13_S
16,Slovak Republic,79.153,2013,W,EMP13_S
17,Spain,89.259,2013,W,EMP13_S
18,Sweden,91.318,2013,W,EMP13_S
19,Switzerland,87.1,2013,W,EMP13_S
20,United Kingdom,91.751,2013,W,EMP13_S
21,Estonia,80.569,2013,W,EMP13_S
22,Slovenia,73.584,2013,W,EMP13_S
23,Latvia,81.457,2013,W,EMP13_S
24,Lithuania,77.626,2013,W,EMP13_S
0,Austria,82.688,2014,W,EMP13_S
1,Belgium,90.829,2014,W,EMP13_S
2,Czech Republic,74.764,2014,W,EMP13_S
3,Denmark,89.829,2014,W,EMP13_S
4,France,88.702,2014,W,EMP13_S
5,Germany,84.785,2014,W,EMP13_S
6,Greece,79.469,2014,W,EMP13_S
7,Hungary,78.286,2014,W,EMP13_S
8,Iceland,90.014,2014,W,EMP13_S
9,Ireland,89.832,2014,W,EMP13_S
10,Italy,84.2,2014,W,EMP13_S
11,Luxembourg,92.727,2014,W,EMP13_S
12,Netherlands,93.183,2014,W,EMP13_S
13,Norway,91.57,2014,W,EMP13_S
14,Poland,73.29,2014,W,EMP13_S
15,Portugal,78.714,2014,W,EMP13_S
16,Slovak Republic,78.404,2014,W,EMP13_S
17,Spain,89.299,2014,W,EMP13_S
18,Sweden,91.957,2014,W,EMP13_S
19,Switzerland,87.227,2014,W,EMP13_S
20,United Kingdom,91.39,2014,W,EMP13_S
21,Estonia,80.231,2014,W,EMP13_S
22,Slovenia,72.675,2014,W,EMP13_S
23,Latvia,82.131,2014,W,EMP13_S
24,Lithuania,77.083,2014,W,EMP13_S
0,Austria,83.609,2015,W,EMP13_S
1,Belgium,90.894,2015,W,EMP13_S
2,Czech Republic,74.621,2015,W,EMP13_S
3,Denmark,89.298,2015,W,EMP13_S
4,France,89.003,2015,W,EMP13_S
5,Germany,85.153,2015,W,EMP13_S
6,Greece,79.627,2015,W,EMP13_S
7,Hungary,78.438,2015,W,EMP13_S
8,Iceland,91.343,2015,W,EMP13_S
9,Ireland,89.896,2015,W,EMP13_S
10,Italy,84.27,2015,W,EMP13_S
11,Luxembourg,87.069,2015,W,EMP13_S
12,Netherlands,93.053,2015,W,EMP13_S
13,Norway,91.896,2015,W,EMP13_S
14,Poland,73.246,2015,W,EMP13_S
15,Portugal,79.369,2015,W,EMP13_S
16,Slovak Republic,77.973,2015,W,EMP13_S
17,Spain,89.201,2015,W,EMP13_S
18,Sweden,92.134,2015,W,EMP13_S
19,Switzerland,87.455,2015,W,EMP13_S
20,United Kingdom,91.716,2015,W,EMP13_S
21,Estonia,80.011,2015,W,EMP13_S
22,Slovenia,74.94,2015,W,EMP13_S
23,Latvia,81.278,2015,W,EMP13_S
24,Lithuania,76.946,2015,W,EMP13_S
0,Austria,84.066,2016,W,EMP13_S
1,Belgium,91.033,2016,W,EMP13_S
2,Czech Republic,74.138,2016,W,EMP13_S
3,Denmark,89.766,2016,W,EMP13_S
4,France,89.157,2016,W,EMP13_S
5,Germany,85.313,2016,W,EMP13_S
6,Greece,80.065,2016,W,EMP13_S
7,Hungary,78.018,2016,W,EMP13_S
8,Iceland,91.345,2016,W,EMP13_S
9,Ireland,89.529,2016,W,EMP13_S
10,Italy,84.518,2016,W,EMP13_S
11,Luxembourg,83.898,2016,W,EMP13_S
12,Netherlands,93.092,2016,W,EMP13_S
13,Norway,92.101,2016,W,EMP13_S
14,Poland,73.838,2016,W,EMP13_S
15,Portugal,80.064,2016,W,EMP13_S
16,Slovak Republic,77.484,2016,W,EMP13_S
17,Spain,89.408,2016,W,EMP13_S
18,Sweden,92.104,2016,W,EMP13_S
19,Switzerland,87.602,2016,W,EMP13_S
20,United Kingdom,91.798,2016,W,EMP13_S
21,Estonia,80.011,2016,W,EMP13_S
22,Slovenia,76.757,2016,W,EMP13_S
23,Latvia,81.538,2016,W,EMP13_S
24,Lithuania,78.94,2016,W,EMP13_S
0,Austria,84.88,2017,W,EMP13_S
1,Belgium,91.033,2017,W,EMP13_S
2,Czech Republic,74.011,2017,W,EMP13_S
3,Denmark,90.149,2017,W,EMP13_S
4,France,88.551,2017,W,EMP13_S
5,Germany,85.283,2017,W,EMP13_S
6,Greece,80.306,2017,W,EMP13_S
7,Hungary,77.278,2017,W,EMP13_S
8,Iceland,91.345,2017,W,EMP13_S
9,Ireland,89.726,2017,W,EMP13_S
10,Italy,84.827,2017,W,EMP13_S
11,Luxembourg,80.159,2017,W,EMP13_S
12,Netherlands,93.159,2017,W,EMP13_S
13,Norway,92.275,2017,W,EMP13_S
14,Poland,73.991,2017,W,EMP13_S
15,Portugal,80.536,2017,W,EMP13_S
16,Slovak Republic,77.365,2017,W,EMP13_S
17,Spain,88.847,2017,W,EMP13_S
18,Sweden,91.938,2017,W,EMP13_S
19,Switzerland,87.597,2017,W,EMP13_S
20,United Kingdom,91.715,2017,W,EMP13_S
21,Estonia,80.011,2017,W,EMP13_S
22,Slovenia,76.254,2017,W,EMP13_S
23,Latvia,82.819,2017,W,EMP13_S
24,Lithuania,78.993,2017,W,EMP13_S
0,Austria,84.801,2018,W,EMP13_S
1,Belgium,91.033,2018,W,EMP13_S
2,Czech Republic,74.327,2018,W,EMP13_S
3,Denmark,90.336,2018,W,EMP13_S
4,France,88.551,2018,W,EMP13_S
5,Germany,85.202,2018,W,EMP13_S
6,Greece,80.502,2018,W,EMP13_S
7,Hungary,77.302,2018,W,EMP13_S
8,Iceland,91.345,2018,W,EMP13_S
9,Ireland,90.065,2018,W,EMP13_S
10,Italy,84.491,2018,W,EMP13_S
11,Luxembourg,80.159,2018,W,EMP13_S
12,Netherlands,93.166,2018,W,EMP13_S
13,Norway,91.92,2018,W,EMP13_S
14,Poland,74.25,2018,W,EMP13_S
15,Portugal,80.705,2018,W,EMP13_S
16,Slovak Republic,78.25,2018,W,EMP13_S
17,Spain,88.679,2018,W,EMP13_S
18,Sweden,92.088,2018,W,EMP13_S
19,Switzerland,87.876,2018,W,EMP13_S
20,United Kingdom,91.955,2018,W,EMP13_S
21,Estonia,80.011,2018,W,EMP13_S
22,Slovenia,74.835,2018,W,EMP13_S
23,Latvia,82.819,2018,W,EMP13_S
24,Lithuania,78.993,2018,W,EMP13_S
0,Austria,84.98,2019,W,EMP13_S
1,Belgium,91.033,2019,W,EMP13_S
2,Czech Republic,74.667,2019,W,EMP13_S
3,Denmark,90.336,2019,W,EMP13_S
4,France,88.551,2019,W,EMP13_S
5,Germany,85.245,2019,W,EMP13_S
6,Greece,81.524,2019,W,EMP13_S
7,Hungary,77.26,2019,W,EMP13_S
8,Iceland,91.345,2019,W,EMP13_S
9,Ireland,89.968,2019,W,EMP13_S
10,Italy,84.562,2019,W,EMP13_S
11,Luxembourg,80.159,2019,W,EMP13_S
12,Netherlands,93.133,2019,W,EMP13_S
13,Norway,91.92,2019,W,EMP13_S
14,Poland,74.52,2019,W,EMP13_S
15,Portugal,81.323,2019,W,EMP13_S
16,Slovak Republic,78.431,2019,W,EMP13_S
17,Spain,88.488,2019,W,EMP13_S
18,Sweden,92.088,2019,W,EMP13_S
19,Switzerland,88.166,2019,W,EMP13_S
20,United Kingdom,91.709,2019,W,EMP13_S
21,Estonia,80.011,2019,W,EMP13_S
22,Slovenia,76.152,2019,W,EMP13_S
23,Latvia,82.819,2019,W,EMP13_S
24,Lithuania,78.993,2019,W,EMP13_S
0,Austria,27.9,2010,W,EMP17
1,Belgium,39.3,2010,W,EMP17
2,Czech Republic,22.0,2010,W,EMP17
3,Denmark,38.0,2010,W,EMP17
4,France,18.9,2010,W,EMP17
5,Germany,32.8,2010,W,EMP17
6,Greece,17.3,2010,W,EMP17
7,Hungary,9.1,2010,W,EMP17
8,Iceland,42.9,2010,W,EMP17
9,Ireland,13.9,2010,W,EMP17
10,Italy,21.3,2010,W,EMP17
11,Luxembourg,20.0,2010,W,EMP17
12,Netherlands,40.7,2010,W,EMP17
13,Norway,39.6,2010,W,EMP17
14,Poland,20.0,2010,W,EMP17
15,Portugal,27.4,2010,W,EMP17
16,Slovak Republic,15.3,2010,W,EMP17
17,Spain,36.6,2010,W,EMP17
18,Sweden,45.0,2010,W,EMP17
19,Switzerland,29.0,2010,W,EMP17
20,United Kingdom,22.0,2010,W,EMP17
21,Estonia,22.8,2010,W,EMP17
22,Slovenia,14.4,2010,W,EMP17
23,Latvia,20.0,2010,W,EMP17
24,Lithuania,19.1,2010,W,EMP17
0,Austria,27.9,2011,W,EMP17
1,Belgium,38.0,2011,W,EMP17
2,Czech Republic,22.0,2011,W,EMP17
3,Denmark,39.1,2011,W,EMP17
4,France,18.9,2011,W,EMP17
5,Germany,32.9,2011,W,EMP17
6,Greece,18.7,2011,W,EMP17
7,Hungary,8.8,2011,W,EMP17
8,Iceland,39.7,2011,W,EMP17
9,Ireland,15.1,2011,W,EMP17
10,Italy,21.6,2011,W,EMP17
11,Luxembourg,25.0,2011,W,EMP17
12,Netherlands,40.7,2011,W,EMP17
13,Norway,39.6,2011,W,EMP17
14,Poland,23.7,2011,W,EMP17
15,Portugal,28.7,2011,W,EMP17
16,Slovak Republic,16.0,2011,W,EMP17
17,Spain,36.0,2011,W,EMP17
18,Sweden,44.7,2011,W,EMP17
19,Switzerland,28.5,2011,W,EMP17
20,United Kingdom,22.3,2011,W,EMP17
21,Estonia,19.8,2011,W,EMP17
22,Slovenia,32.2,2011,W,EMP17
23,Latvia,23.0,2011,W,EMP17
24,Lithuania,19.1,2011,W,EMP17
0,Austria,27.9,2012,W,EMP17
1,Belgium,38.0,2012,W,EMP17
2,Czech Republic,22.0,2012,W,EMP17
3,Denmark,39.1,2012,W,EMP17
4,France,26.9,2012,W,EMP17
5,Germany,32.9,2012,W,EMP17
6,Greece,21.0,2012,W,EMP17
7,Hungary,8.8,2012,W,EMP17
8,Iceland,39.7,2012,W,EMP17
9,Ireland,15.1,2012,W,EMP17
10,Italy,21.4,2012,W,EMP17
11,Luxembourg,21.7,2012,W,EMP17
12,Netherlands,38.7,2012,W,EMP17
13,Norway,39.6,2012,W,EMP17
14,Poland,23.7,2012,W,EMP17
15,Portugal,28.7,2012,W,EMP17
16,Slovak Republic,18.7,2012,W,EMP17
17,Spain,36.0,2012,W,EMP17
18,Sweden,44.7,2012,W,EMP17
19,Switzerland,29.0,2012,W,EMP17
20,United Kingdom,22.5,2012,W,EMP17
21,Estonia,20.8,2012,W,EMP17
22,Slovenia,32.2,2012,W,EMP17
23,Latvia,23.0,2012,W,EMP17
24,Lithuania,24.5,2012,W,EMP17
0,Austria,33.3,2013,W,EMP17
1,Belgium,38.0,2013,W,EMP17
2,Czech Republic,19.5,2013,W,EMP17
3,Denmark,39.1,2013,W,EMP17
4,France,26.9,2013,W,EMP17
5,Germany,36.5,2013,W,EMP17
6,Greece,21.0,2013,W,EMP17
7,Hungary,8.8,2013,W,EMP17
8,Iceland,39.7,2013,W,EMP17
9,Ireland,15.7,2013,W,EMP17
10,Italy,31.4,2013,W,EMP17
11,Luxembourg,28.3,2013,W,EMP17
12,Netherlands,38.7,2013,W,EMP17
13,Norway,39.6,2013,W,EMP17
14,Poland,23.7,2013,W,EMP17
15,Portugal,31.3,2013,W,EMP17
16,Slovak Republic,18.7,2013,W,EMP17
17,Spain,36.0,2013,W,EMP17
18,Sweden,45.0,2013,W,EMP17
19,Switzerland,31.0,2013,W,EMP17
20,United Kingdom,22.5,2013,W,EMP17
21,Estonia,20.8,2013,W,EMP17
22,Slovenia,32.2,2013,W,EMP17
23,Latvia,23.0,2013,W,EMP17
24,Lithuania,24.1,2013,W,EMP17
0,Austria,32.2,2014,W,EMP17
1,Belgium,39.3,2014,W,EMP17
2,Czech Republic,19.5,2014,W,EMP17
3,Denmark,39.1,2014,W,EMP17
4,France,26.2,2014,W,EMP17
5,Germany,36.5,2014,W,EMP17
6,Greece,21.0,2014,W,EMP17
7,Hungary,10.1,2014,W,EMP17
8,Iceland,39.7,2014,W,EMP17
9,Ireland,15.7,2014,W,EMP17
10,Italy,31.4,2014,W,EMP17
11,Luxembourg,28.3,2014,W,EMP17
12,Netherlands,38.7,2014,W,EMP17
13,Norway,39.6,2014,W,EMP17
14,Poland,24.3,2014,W,EMP17
15,Portugal,31.3,2014,W,EMP17
16,Slovak Republic,18.7,2014,W,EMP17
17,Spain,39.7,2014,W,EMP17
18,Sweden,44.7,2014,W,EMP17
19,Switzerland,31.0,2014,W,EMP17
20,United Kingdom,22.6,2014,W,EMP17
21,Estonia,19.0,2014,W,EMP17
22,Slovenia,35.6,2014,W,EMP17
23,Latvia,18.0,2014,W,EMP17
24,Lithuania,24.1,2014,W,EMP17
0,Austria,30.6,2015,W,EMP17
1,Belgium,39.3,2015,W,EMP17
2,Czech Republic,20.0,2015,W,EMP17
3,Denmark,37.4,2015,W,EMP17
4,France,26.2,2015,W,EMP17
5,Germany,36.5,2015,W,EMP17
6,Greece,19.7,2015,W,EMP17
7,Hungary,10.1,2015,W,EMP17
8,Iceland,41.3,2015,W,EMP17
9,Ireland,16.3,2015,W,EMP17
10,Italy,31.0,2015,W,EMP17
11,Luxembourg,28.3,2015,W,EMP17
12,Netherlands,37.3,2015,W,EMP17
13,Norway,39.6,2015,W,EMP17
14,Poland,27.4,2015,W,EMP17
15,Portugal,34.8,2015,W,EMP17
16,Slovak Republic,18.7,2015,W,EMP17
17,Spain,41.1,2015,W,EMP17
18,Sweden,43.6,2015,W,EMP17
19,Switzerland,32.0,2015,W,EMP17
20,United Kingdom,29.4,2015,W,EMP17
21,Estonia,23.8,2015,W,EMP17
22,Slovenia,36.7,2015,W,EMP17
23,Latvia,18.0,2015,W,EMP17
24,Lithuania,23.4,2015,W,EMP17
0,Austria,30.6,2016,W,EMP17
1,Belgium,39.3,2016,W,EMP17
2,Czech Republic,20.0,2016,W,EMP17
3,Denmark,37.4,2016,W,EMP17
4,France,26.2,2016,W,EMP17
5,Germany,36.5,2016,W,EMP17
6,Greece,19.7,2016,W,EMP17
7,Hungary,10.1,2016,W,EMP17
8,Iceland,47.6,2016,W,EMP17
9,Ireland,22.2,2016,W,EMP17
10,Italy,31.0,2016,W,EMP17
11,Luxembourg,28.3,2016,W,EMP17
12,Netherlands,37.3,2016,W,EMP17
13,Norway,39.6,2016,W,EMP17
14,Poland,27.4,2016,W,EMP17
15,Portugal,34.8,2016,W,EMP17
16,Slovak Republic,20.0,2016,W,EMP17
17,Spain,39.1,2016,W,EMP17
18,Sweden,43.6,2016,W,EMP17
19,Switzerland,32.0,2016,W,EMP17
20,United Kingdom,29.6,2016,W,EMP17
21,Estonia,23.8,2016,W,EMP17
22,Slovenia,36.7,2016,W,EMP17
23,Latvia,18.0,2016,W,EMP17
24,Lithuania,21.3,2016,W,EMP17
0,Austria,30.6,2017,W,EMP17
1,Belgium,39.3,2017,W,EMP17
2,Czech Republic,20.0,2017,W,EMP17
3,Denmark,37.4,2017,W,EMP17
4,France,26.2,2017,W,EMP17
5,Germany,36.5,2017,W,EMP17
6,Greece,19.7,2017,W,EMP17
7,Hungary,10.1,2017,W,EMP17
8,Iceland,47.6,2017,W,EMP17
9,Ireland,22.2,2017,W,EMP17
10,Italy,31.0,2017,W,EMP17
11,Luxembourg,28.3,2017,W,EMP17
12,Netherlands,37.3,2017,W,EMP17
13,Norway,39.6,2017,W,EMP17
14,Poland,27.4,2017,W,EMP17
15,Portugal,34.8,2017,W,EMP17
16,Slovak Republic,20.0,2017,W,EMP17
17,Spain,39.1,2017,W,EMP17
18,Sweden,43.6,2017,W,EMP17
19,Switzerland,32.0,2017,W,EMP17
20,United Kingdom,29.6,2017,W,EMP17
21,Estonia,23.8,2017,W,EMP17
22,Slovenia,36.7,2017,W,EMP17
23,Latvia,18.0,2017,W,EMP17
24,Lithuania,21.3,2017,W,EMP17
0,Austria,30.6,2018,W,EMP17
1,Belgium,39.3,2018,W,EMP17
2,Czech Republic,20.0,2018,W,EMP17
3,Denmark,37.4,2018,W,EMP17
4,France,26.2,2018,W,EMP17
5,Germany,36.5,2018,W,EMP17
6,Greece,19.7,2018,W,EMP17
7,Hungary,10.1,2018,W,EMP17
8,Iceland,47.6,2018,W,EMP17
9,Ireland,22.2,2018,W,EMP17
10,Italy,31.0,2018,W,EMP17
11,Luxembourg,28.3,2018,W,EMP17
12,Netherlands,37.3,2018,W,EMP17
13,Norway,39.6,2018,W,EMP17
14,Poland,27.4,2018,W,EMP17
15,Portugal,34.8,2018,W,EMP17
16,Slovak Republic,20.0,2018,W,EMP17
17,Spain,39.1,2018,W,EMP17
18,Sweden,43.6,2018,W,EMP17
19,Switzerland,32.0,2018,W,EMP17
20,United Kingdom,29.6,2018,W,EMP17
21,Estonia,23.8,2018,W,EMP17
22,Slovenia,36.7,2018,W,EMP17
23,Latvia,18.0,2018,W,EMP17
24,Lithuania,21.3,2018,W,EMP17
0,Austria,30.6,2019,W,EMP17
1,Belgium,39.3,2019,W,EMP17
2,Czech Republic,20.0,2019,W,EMP17
3,Denmark,37.4,2019,W,EMP17
4,France,26.2,2019,W,EMP17
5,Germany,36.5,2019,W,EMP17
6,Greece,19.7,2019,W,EMP17
7,Hungary,10.1,2019,W,EMP17
8,Iceland,47.6,2019,W,EMP17
9,Ireland,22.2,2019,W,EMP17
10,Italy,31.0,2019,W,EMP17
11,Luxembourg,28.3,2019,W,EMP17
12,Netherlands,37.3,2019,W,EMP17
13,Norway,39.6,2019,W,EMP17
14,Poland,27.4,2019,W,EMP17
15,Portugal,34.8,2019,W,EMP17
16,Slovak Republic,20.0,2019,W,EMP17
17,Spain,39.1,2019,W,EMP17
18,Sweden,43.6,2019,W,EMP17
19,Switzerland,32.0,2019,W,EMP17
20,United Kingdom,29.6,2019,W,EMP17
21,Estonia,23.8,2019,W,EMP17
22,Slovenia,36.7,2019,W,EMP17
23,Latvia,18.0,2019,W,EMP17
24,Lithuania,21.3,2019,W,EMP17
0,Austria,16.0,2010,W,EMP18_MAT
1,Belgium,15.0,2010,W,EMP18_MAT
2,Czech Republic,28.0,2010,W,EMP18_MAT
3,Denmark,18.0,2010,W,EMP18_MAT
4,France,16.0,2010,W,EMP18_MAT
5,Germany,14.0,2010,W,EMP18_MAT
6,Greece,43.0,2010,W,EMP18_MAT
7,Hungary,24.0,2010,W,EMP18_MAT
8,Iceland,13.0,2010,W,EMP18_MAT
9,Ireland,42.0,2010,W,EMP18_MAT
10,Italy,21.7,2010,W,EMP18_MAT
11,Luxembourg,16.0,2010,W,EMP18_MAT
12,Netherlands,16.0,2010,W,EMP18_MAT
13,Norway,9.0,2010,W,EMP18_MAT
14,Poland,22.0,2010,W,EMP18_MAT
15,Portugal,6.4,2010,W,EMP18_MAT
16,Slovak Republic,28.0,2010,W,EMP18_MAT
17,Spain,16.0,2010,W,EMP18_MAT
18,Sweden,15.6,2010,W,EMP18_MAT
19,Switzerland,14.0,2010,W,EMP18_MAT
20,United Kingdom,52.0,2010,W,EMP18_MAT
21,Estonia,20.0,2010,W,EMP18_MAT
22,Slovenia,15.0,2010,W,EMP18_MAT
23,Latvia,16.0,2010,W,EMP18_MAT
24,Lithuania,18.0,2010,W,EMP18_MAT
0,Austria,16.0,2011,W,EMP18_MAT
1,Belgium,15.0,2011,W,EMP18_MAT
2,Czech Republic,28.0,2011,W,EMP18_MAT
3,Denmark,18.0,2011,W,EMP18_MAT
4,France,16.0,2011,W,EMP18_MAT
5,Germany,14.0,2011,W,EMP18_MAT
6,Greece,43.0,2011,W,EMP18_MAT
7,Hungary,24.0,2011,W,EMP18_MAT
8,Iceland,13.0,2011,W,EMP18_MAT
9,Ireland,42.0,2011,W,EMP18_MAT
10,Italy,21.7,2011,W,EMP18_MAT
11,Luxembourg,16.0,2011,W,EMP18_MAT
12,Netherlands,16.0,2011,W,EMP18_MAT
13,Norway,9.0,2011,W,EMP18_MAT
14,Poland,22.0,2011,W,EMP18_MAT
15,Portugal,6.4,2011,W,EMP18_MAT
16,Slovak Republic,34.0,2011,W,EMP18_MAT
17,Spain,16.0,2011,W,EMP18_MAT
18,Sweden,15.6,2011,W,EMP18_MAT
19,Switzerland,14.0,2011,W,EMP18_MAT
20,United Kingdom,52.0,2011,W,EMP18_MAT
21,Estonia,20.0,2011,W,EMP18_MAT
22,Slovenia,15.0,2011,W,EMP18_MAT
23,Latvia,16.0,2011,W,EMP18_MAT
24,Lithuania,18.0,2011,W,EMP18_MAT
0,Austria,16.0,2012,W,EMP18_MAT
1,Belgium,15.0,2012,W,EMP18_MAT
2,Czech Republic,28.0,2012,W,EMP18_MAT
3,Denmark,18.0,2012,W,EMP18_MAT
4,France,16.0,2012,W,EMP18_MAT
5,Germany,14.0,2012,W,EMP18_MAT
6,Greece,43.0,2012,W,EMP18_MAT
7,Hungary,24.0,2012,W,EMP18_MAT
8,Iceland,13.0,2012,W,EMP18_MAT
9,Ireland,42.0,2012,W,EMP18_MAT
10,Italy,21.7,2012,W,EMP18_MAT
11,Luxembourg,16.0,2012,W,EMP18_MAT
12,Netherlands,16.0,2012,W,EMP18_MAT
13,Norway,9.0,2012,W,EMP18_MAT
14,Poland,24.0,2012,W,EMP18_MAT
15,Portugal,6.4,2012,W,EMP18_MAT
16,Slovak Republic,34.0,2012,W,EMP18_MAT
17,Spain,16.0,2012,W,EMP18_MAT
18,Sweden,15.6,2012,W,EMP18_MAT
19,Switzerland,14.0,2012,W,EMP18_MAT
20,United Kingdom,52.0,2012,W,EMP18_MAT
21,Estonia,20.0,2012,W,EMP18_MAT
22,Slovenia,15.0,2012,W,EMP18_MAT
23,Latvia,16.0,2012,W,EMP18_MAT
24,Lithuania,18.0,2012,W,EMP18_MAT
0,Austria,16.0,2013,W,EMP18_MAT
1,Belgium,15.0,2013,W,EMP18_MAT
2,Czech Republic,28.0,2013,W,EMP18_MAT
3,Denmark,18.0,2013,W,EMP18_MAT
4,France,16.0,2013,W,EMP18_MAT
5,Germany,14.0,2013,W,EMP18_MAT
6,Greece,43.0,2013,W,EMP18_MAT
7,Hungary,24.0,2013,W,EMP18_MAT
8,Iceland,13.0,2013,W,EMP18_MAT
9,Ireland,42.0,2013,W,EMP18_MAT
10,Italy,21.7,2013,W,EMP18_MAT
11,Luxembourg,16.0,2013,W,EMP18_MAT
12,Netherlands,16.0,2013,W,EMP18_MAT
13,Norway,9.0,2013,W,EMP18_MAT
14,Poland,26.0,2013,W,EMP18_MAT
15,Portugal,6.4,2013,W,EMP18_MAT
16,Slovak Republic,34.0,2013,W,EMP18_MAT
17,Spain,16.0,2013,W,EMP18_MAT
18,Sweden,15.6,2013,W,EMP18_MAT
19,Switzerland,16.0,2013,W,EMP18_MAT
20,United Kingdom,52.0,2013,W,EMP18_MAT
21,Estonia,20.0,2013,W,EMP18_MAT
22,Slovenia,15.0,2013,W,EMP18_MAT
23,Latvia,16.0,2013,W,EMP18_MAT
24,Lithuania,18.0,2013,W,EMP18_MAT
0,Austria,16.0,2014,W,EMP18_MAT
1,Belgium,15.0,2014,W,EMP18_MAT
2,Czech Republic,28.0,2014,W,EMP18_MAT
3,Denmark,18.0,2014,W,EMP18_MAT
4,France,16.0,2014,W,EMP18_MAT
5,Germany,14.0,2014,W,EMP18_MAT
6,Greece,43.0,2014,W,EMP18_MAT
7,Hungary,24.0,2014,W,EMP18_MAT
8,Iceland,13.0,2014,W,EMP18_MAT
9,Ireland,42.0,2014,W,EMP18_MAT
10,Italy,21.7,2014,W,EMP18_MAT
11,Luxembourg,16.0,2014,W,EMP18_MAT
12,Netherlands,16.0,2014,W,EMP18_MAT
13,Norway,17.0,2014,W,EMP18_MAT
14,Poland,26.0,2014,W,EMP18_MAT
15,Portugal,6.4,2014,W,EMP18_MAT
